Customer Code,DaysPresent,Revenue
CSH1316,2760,3432790.82
CSH1317,2760,29037430.71
CSH1320,0,0
CSH1324,2728,284995092.1
CSH1357,2726,1769191.15
CSH1362,0,0
CSH1365,2698,39933528.53
CSH1366,0,0
CSH1368,2675,9523.98
CSH1370,0,0
CSH1378,2635,13155400.12
CSH1381,2624,2919796.11
CSH1383,2618,124066038.5
CSH1387,2610,5798048.71
CSH1389,0,0
CSH1397,0,0
CSH1398,2577,3917367.65
CSH1400,2567,0
CSH1412,2527,906059.43
CSH1414,2525,18764636.52
CSH1415,2523,89992.02
CSH1419,2515,4572632.79
CSH1422,2505,4057131.72
CSH1429,2478,838042.96
CSH1435,2458,39869.4
CSH1437,2453,59797.12
CSH1438,2449,21236588.75
CSH1448,0,0
CSH1451,2394,20652940.86
CSH1457,0,0
CSH1458,2364,14572017.93
CSH1467,2352,39802661.85
CSH1468,2350,144677.04
CSH1474,0,0
CSH1477,2310,458798.69
CSH1485,0,0
CSH1489,2277,47684832.79
CSH1490,2271,1667098.41
CSH1492,2270,20637633.1
CSH1495,2246,398109.92
CSH1497,2242,24191631.23
CSH1504,2214,63888.16
CSH1506,2187,16804318.64
CSH1507,0,0
CSH1510,2182,4518636.08
CSH1511,2182,4423972.48
CSH1517,2169,57629.6
CSH1519,2156,2095584.62
CSH1522,2152,1402134.13
CSH1523,2150,3139745.93
CSH1524,2149,1632572.48
CSH1525,2149,976018.28
CSH1526,2145,0
CSH1527,2145,27887767.96
CSH1531,0,0
CSH1533,0,0
CSH1537,2107,257380.98
CSH1540,2098,996286.65
CSH1546,2065,6208276.27
CSH1548,2064,2927196.72
CSH1549,0,0
CSH1550,2058,2024415.98
CSH1552,2039,14346035.16
CSH1553,2038,3046950.63
CSH1555,0,0
CSH1556,2030,4142207.09
CSH1558,2028,1719473.22
CSH1561,2016,8925.24
CSH1562,2005,2858181.67
CSH1564,1976,78171.5
CSH1566,1967,43832687.84
CSH1568,1966,5212530.56
CSH1570,1959,17273625.13
CSH1571,1956,3551238.32
CSH1573,0,0
CSH1574,1942,0
CSH1579,1935,745475.58
CSH1580,1935,1587652.02
CSH1581,1920,2444566.24
CSH1584,1914,5466327.26
CSH1585,1914,220330.69
CSH1586,0,0
CSH1588,1913,0
CSH1590,0,0
CSH1592,1907,145508.51
CSH1594,0,0
CSH1596,1904,15855151.05
CSH1598,1898,502725.75
CSH1599,1885,2102967.84
CSH1600,1885,234053.1
CSH1601,0,0
CSH1602,1883,25694660.67
CSH1605,1875,10734170.92
CSH1606,0,0
CSH1607,1856,17117575.26
CSH1608,1855,110776.66
CSH1610,1847,105468.74
CSH1611,0,0
CSH1615,1822,9419092.76
CSH1616,0,0
CSH1618,0,0
CSH1619,1816,12149464.39
CSH1621,1815,0
CSH1622,1814,13121127.73
CSH1627,1798,1762221.96
CSH1629,1793,0
CSH1630,1792,252506.86
CSH1632,1785,4357339.93
CSH1633,1784,11520308.49
CSH1637,0,0
CSH1643,0,0
CSH1645,1735,8519660.15
CSH1650,1727,56050907.5
CSH1651,1727,25716033.08
CSH1652,1725,368517.64
CSH1655,1723,9082040.94
CSH1656,1709,200983.85
CSH1657,1709,2057567.82
CSH1659,1704,75508.56
CSH1660,0,0
CSH1661,0,0
CSH1663,1696,7344948.12
CSH1664,0,0
CSH1666,1692,519238.68
CSH1667,1692,205391.96
CSH1671,1682,7568720.5
CSH1674,1667,414325.16
CSH1676,0,0
CSH1678,1665,3027053.62
CSH1681,1646,5402536.4
CSH1682,1646,32693.3
CSH1683,1646,259607.6
CSH1694,1623,694633.48
CSH1698,1603,5403050.16
CSH1699,0,0
CSH1701,0,0
CSH1702,1584,9005740.74
CSH1704,1575,0
CSH1706,1574,1117963.62
CSH1707,1573,3163829.18
CSH1712,0,0
CSH1716,1548,2987471.64
CSH1717,1546,12479.6
CSH1721,1538,8172594.39
CSH1726,1526,277459.8
CSH1728,1510,403427.94
CSH1729,1501,1123175.55
CSH1730,1487,2001643.83
CSH1734,1482,13556144.29
CSH1737,1455,97268.12
CSH1740,0,0
CSH1744,1423,21983506.79
CSH1746,1303,12377240.1
CSH1753,1421,2753094.36
CSH1754,1420,9926178.3
CSH1755,1420,46189860.59
CSH1756,1420,1671451.4
CSH1783,1419,556292.81
CSH1785,1396,2462876.86
CSH1786,1395,2069408.43
CSH1787,1393,4956353.91
CSH1788,1391,0
CSH1790,1391,11438.18
CSH1794,1346,6442670.36
CSH1795,1340,56373.68
CSH1796,1339,20325363.62
CSH1797,1330,28716375.44
CSH1799,1322,7117304.5
CSH1801,1315,1879833.34
CSH1802,1297,772273.08
CSH1804,1277,1659957.94
CSH1806,1273,3788397.41
CSH1807,1270,766663.98
CSH1808,1268,29503.42
CSH1810,0,0
CSH1813,1228,12500019.55
CSH1815,0,0
CSH1816,1184,9121543.11
CSH1817,0,0
CSH1818,1177,3310206.1
CSH1822,0,0
CSH1823,1145,4181697.26
CSH1824,1145,1882068.64
CSH1827,1099,42665.28
CSH1876,1389,305199.21
CSH1878,1370,9123791.62
CSH1879,0,0
CSH1880,1368,72972.44
CSH1881,1363,2531627.87
CSH1886,1332,13672202.7
CSH1888,1330,2889814.31
CSH1889,1324,8423982.53
CSH1893,0,0
CSH1899,1297,1984072.21
CSH1900,0,0
CSH1902,0,0
CSH1903,1296,3908164.21
CSH1904,1296,8945318.57
CSH1905,1296,94.12
CSH1906,1296,250
CSH1910,1281,287577.84
CSH1911,0,0
CSH1912,1273,375.5
CSH1914,1256,449606.4
CSH1918,1221,4057338.93
CSH1923,1212,3684017.34
CSH1925,1210,845614.28
CSH1926,1206,706088.21
CSH1927,1206,860858.74
CSH1928,1206,7740699.19
CSH1931,1191,2399604.12
CSH1935,1179,70326.34
CSH1937,1175,301294.38
CSH1938,0,0
CSH1939,1165,465269.56
CSH1943,1154,2423423.63
CSH1946,1133,544733.22
CSH1948,1125,1856015.98
CSH1949,1122,3172627.83
CSH1951,1116,16297.52
CSH1955,1114,873603.52
CSH1957,1093,56419.56
CSH1958,0,0
CSH1959,1090,11478573.74
CSH1960,1088,8841764.89
CSH1961,1088,4988212.74
CSH1963,1086,140952.64
CSH1964,0,0
CSH1965,1083,14099260.33
CSH1966,1077,127548.42
CSH1967,1073,816589.12
CSH1968,0,0
CSH1969,0,0
CSH1971,1066,5949570.59
CSH1974,0,0
CSH1975,1058,13247535.39
CSH1976,1057,5091535.7
CSH1977,0,0
CSH1978,0,0
CSH1979,0,0
CSH1980,0,0
CSH1981,0,0
CSH1982,1032,276024.66
CSH1983,1032,211862.37
CSH1984,1031,3245587.9
CSH1985,1031,380664.59
CSH1986,1030,7185754.06
CSH1990,0,0
CSH1991,1024,6714871.64
CSH1992,1024,1292476.59
CSH1993,1023,5739142.86
CSH1994,0,0
CSH1995,0,0
CSH1996,1020,24901.47
CSH1997,1016,24400445.98
CSH1998,0,0
CSH2002,0,0
CSH2004,1008,32558.49
CSH2007,999,3421356.15
CSH2008,0,0
CSH2009,0,0
CSH2010,993,6820038.01
CSH2011,0,0
CSH2013,0,0
CSH2016,969,13603949.49
CSH2017,969,3410209.92
CSH2018,968,0
CSH2019,967,1181767.99
CSH2022,964,983081.69
CSH2023,961,1912990.02
CSH2024,955,643057.4
CSH2025,952,677459.26
CSH2026,948,55165268.94
CSH2027,944,8662992.22
CSH2028,940,209509.34
CSH2029,936,14401243.68
CSH2032,931,1070336.24
CSH2034,929,1231877.99
CSH2035,929,15173607.22
CSH2036,0,0
CSH2037,915,210212.97
CSH2038,915,1833720.06
CSH2040,0,0
CSH2042,0,0
CSH2044,902,10892315.93
CSH2045,901,3393888.52
CSH2047,894,848518.14
CSH2048,0,0
CSH2050,883,0
CSH2053,0,0
CSH2055,0,0
CSH2056,0,0
CSH2057,870,43509.28
CSH2058,0,0
CSH2060,869,3197220.12
CSH2061,867,220915.27
CSH2062,866,1827767.92
CSH2063,863,414612.32
CSH2064,860,3973278.4
CSH2066,0,0
CSH2068,855,3065330.56
CSH2069,850,71271.24
CSH2071,0,0
CSH2072,0,0
CSH2073,0,0
CSH2074,839,5598841.43
CSH2076,839,1174542.39
CSH2077,0,0
CSH2078,835,352149.28
CSH2080,833,1023504.35
CSH2081,831,0
CSH2082,829,334519.64
CSH2083,0,0
CSH2084,0,0
CSH2086,808,1147716.9
CSH2090,805,37817944.03
CSH2092,0,0
CSH2093,783,1871352.37
CSH2094,0,0
CSH2095,0,0
CSH2097,765,41137.32
CSH2098,765,2381436.08
CSH2100,0,0
CSH2101,758,5545222.92
CSH2105,0,0
CSH2106,750,0
CSH2107,749,165157.92
CSH2108,749,875
CSH2109,749,1118866.7
CSH2110,749,287076.35
CSH2114,735,7010820.32
CSH2117,731,6290738.06
CSH2118,730,261130.2
CSH2119,730,26629409.66
CSH2120,0,0
CSH2122,722,37104.28
CSH2123,720,1300190.92
CSH2124,720,2609370.5
CSH2125,719,520300.12
CSH2126,719,1918433.8
CSH2127,719,1607406.75
CSH2130,716,678802.26
CSH2132,716,188597.71
CSH2133,716,4550830.18
CSH2135,716,5067923.84
CSH2136,716,1339255.94
CSH2138,716,4597.72
CSH2139,716,393799
CSH2142,716,37826906.41
CSH2143,716,1900045.14
CSH2146,710,20192.62
CSH2147,710,43120.36
CSH2148,716,6478879.22
CSH2151,716,5426477.68
CSH2152,710,22552.9
CSH2154,716,7058589.76
CSH2162,716,1395100.78
CSH2169,0,0
CSH2174,0,0
CSH2178,0,0
CSH2180,0,0
CSH2181,0,0
CSH2185,0,0
CSH2188,0,0
CSH2189,716,29164075.34
CSH2190,716,988495.8
CSH2192,710,69815.42
CSH2194,716,7957726.26
CSH2195,716,1494048
CSH2197,716,2506561.32
CSH2198,716,4571789.74
CSH2199,710,57990.26
CSH2205,0,0
CSH2208,710,0
CSH2212,716,8457169.73
CSH2217,0,0
CSH2219,716,101431194.1
CSH2226,716,9590988.61
CSH2227,0,0
CSH2228,710,18365.4
CSH2229,716,201665300.7
CSH2232,0,0
CSH2235,716,23243077.04
CSH2237,716,331192.53
CSH2238,716,30039.76
CSH2239,716,1505961.2
CSH2245,716,2981334.62
CSH2250,710,62515.08
CSH2251,710,704.1
CSH2252,716,99843943.59
CSH2254,716,56435835.72
CSH2261,716,91494621.37
CSH2263,0,0
CSH2264,0,0
CSH2265,710,9876.34
CSH2267,716,9933644.34
CSH2268,716,40158888.02
CSH2269,716,2403276.7
CSH2271,716,5646794.64
CSH2275,716,684362.26
CSH2283,716,41251608.1
CSH2286,0,0
CSH2287,0,0
CSH2290,714,3110020.82
CSH2292,709,38264977.66
CSH2293,709,49774475.19
CSH2294,709,11103.06
CSH2295,0,0
CSH2296,0,0
CSH2298,709,23470.2
CSH2300,709,9929713.16
CSH2301,0,0
CSH2302,709,3720810.42
CSH2303,709,9715695.9
CSH2317,707,113969.86
CSH2319,706,1028061.89
CSH2320,0,0
CSH2322,0,0
CSH2324,0,0
CSH2340,694,8109486.03
CSH2341,0,0
CSH2342,693,4611.02
CSH2343,693,28666.34
CSH2344,691,32470017.63
CSH2347,688,376451.29
CSH2348,0,0
CSH2349,0,0
CSH2350,685,302750.65
CSH2351,679,26336137.47
CSH2352,672,35238.18
CSH2353,665,16532324.76
CSH2354,664,839040.44
CSH2355,661,4094683.45
CSH2356,659,827247.86
CSH2357,0,0
CSH2359,637,16633604.35
CSH2361,636,704529.56
CSH2362,635,5043205.44
CSH2363,0,0
CSH2364,632,2858888.68
CSH2365,631,4914.32
CSH2366,0,0
CSH2369,0,0
CSH2370,626,9324820.02
CSH2371,626,6315843.21
CSH2374,622,17418081.75
CSH2375,0,0
CSH2376,609,6270308.44
CSH2377,0,0
CSH2378,607,3110366.29
CSH2379,605,5801298.76
CSH2381,604,3449480.08
CSH2382,604,3541895.1
CSH2383,603,1117040.84
CSH2384,601,6456689.54
CSH2385,601,2887651.81
CSH2388,598,368786.77
CSH2389,597,759907.36
CSH2390,597,2707574.84
CSH2392,595,284555.35
CSH2393,595,3834882.62
CSH2394,580,3433200.75
CSH2395,580,3037191.26
CSH2396,577,725532.9
CSH2397,0,0
CSH2398,576,533150.92
CSH2399,576,504137.32
CSH2401,574,1614251.94
CSH2402,574,7930655.85
CSH2403,568,2169306.37
CSH2404,567,1273272.68
CSH2406,567,8565320.9
CSH2407,567,10147907.13
CSH2408,567,2234611.36
CSH2410,566,724375.1
CSH2411,0,0
CSH2412,554,1877298.28
CSH2413,553,3699895.43
CSH2414,0,0
CSH2416,551,23572.11
CSH2417,549,10751.16
CSH2418,548,48190
CSH2419,0,0
CSH2420,548,109728.1
CSH2421,548,121380.78
CSH2422,542,293678.04
CSH2424,539,10746796.97
CSH2425,534,4346068.89
CSH2426,534,2792498.78
CSH2427,534,1299999.06
CSH2428,534,0
CSH2429,533,476111.19
CSH2430,532,9129.82
CSH2431,0,0
CSH2432,526,1737856.96
CSH2433,526,486938.31
CSH2434,526,1624985.56
CSH2435,526,1801795.91
CSH2437,526,744692.49
CSH2439,526,5062235.24
CSH2440,0,0
CSH2441,521,4719034.99
CSH2442,520,234456.66
CSH2444,519,2795768.69
CSH2445,518,3667320.42
CSH2447,514,994378.07
CSH2448,513,658736.09
CSH2449,510,249878.56
CSH2450,510,0
CSH2451,510,1558339.51
CSH2452,507,0
CSH2453,506,0
CSH2454,506,0
CSH2455,506,0
CSH2456,504,0
CSH2457,504,0
CSH2458,504,0
CSH2459,504,0
CSH2460,0,0
CSH2461,504,0
CSH2462,503,0
CSH2463,0,0
CSH2464,498,0
CSH2465,492,0
CSH2466,492,0
CSH2467,490,0
CSH2468,484,0
CSH2469,0,0
CSH2470,481,0
CSH2471,481,0
CSH2472,478,0
CSH2473,476,0
CSH2474,476,0
CSH2475,474,0
CSH2477,0,0
CSH2478,458,0
CSH2479,458,0
CSH2480,456,0
CSH2481,456,0
CSH2483,455,0
CSH2484,454,0
CSH2485,0,0
CSH2486,448,0
CSH2487,446,0
CSH2488,0,0
CSH2489,443,0
CSH2490,0,0
CSH2491,0,0
CSH2492,442,0
CSH2493,442,0
CSH2497,0,0
CSH2498,433,0
CSH2499,432,0
CSH2500,0,0
CSH2501,429,0
CSH2502,428,0
CSH2503,0,0
CSH2504,426,0
CSH2505,426,0
CSH2506,422,0
CSH2507,418,0
CSH2508,0,0
CSH2509,416,0
CSH2510,415,0
CSH2511,414,0
CSH2512,414,0
CSH2514,0,0
CSH2515,407,0
CSH2516,405,0
CSH2517,405,0
CSH2518,401,0
CSH2519,0,0
CSH2520,0,0
CSH2521,397,0
CSH2522,395,0
CSH2523,0,0
CSH2524,393,0
CSH2525,393,0
CSH2526,388,0
CSH2527,387,0
CSH2528,387,0
CSH2529,386,0
CSH2531,0,0
CSH2532,0,0
CSH2533,0,0
CSH2537,374,0
CSH2538,0,0
CSH2539,366,0
CSH2540,0,0
CSH2541,363,0
CSH2542,358,0
CSH2543,357,0
CSH2544,357,0
CSH2545,357,0
CSH2546,356,0
CSH2547,356,0
CSH2550,354,0
CSH2551,354,0
CSH2552,0,0
CSH2553,354,0
CSH2556,353,0
CSH2557,351,0
CSH2558,349,0
CSH2559,349,0
CSH2560,346,0
CSH2562,338,0
CSH2563,336,0
CSH2564,0,0
CSH2565,335,0
CSH2566,334,0
CSH2567,334,0
CSH2568,329,0
CSH2570,328,0
CSH2571,327,0
CSH2572,325,0
CSH2573,324,0
CSH2574,322,0
CSH2576,317,0
CSH2577,310,0
CSH2578,310,0
CSH2579,307,0
CSH2580,309,0
CSH2581,309,0
CSH2582,309,0
CSH2583,307,0
CSH2584,307,0
CSH2585,307,0
CSH2586,304,0
CSH2587,302,0
CSH2588,302,0
CSH2589,302,0
CSH2590,300,0
CSH2591,300,0
CSH2592,297,0
CSH2593,296,0
CSH2594,0,0
CSH2595,295,0
CSH2596,0,0
CSH2597,294,0
CSH2598,294,0
CSH2600,289,0
CSH2601,288,0
CSH2602,0,0
CSH2603,0,0
CSH2604,286,0
CSH2605,281,0
CSH2606,279,0
CSH2608,276,0
CSH2609,0,0
CSH2610,273,0
CSH2611,273,0
CSH2612,272,0
CSH2613,272,0
CSH2614,269,0
CSH2615,0,0
CSH2616,0,0
CSH2617,268,0
CSH2618,267,0
CSH2620,262,0
CSH2621,262,0
CSH2622,262,0
CSH2623,261,0
CSH2624,0,0
CSH2625,253,0
CSH2626,253,0
CSH2627,253,0
CSH2628,253,0
CSH2629,0,0
CSH2631,243,0
CSH2632,243,0
CSH2633,241,0
CSH2634,240,0
CSH2635,241,0
CSH2636,238,0
CSH2637,237,0
CSH2638,236,0
CSH2639,234,0
CSH2640,234,0
CSH2641,233,0
CSH2642,231,0
CSH2643,231,0
CSH2644,231,0
CSH2645,231,0
CSH2646,0,0
CSH2648,230,0
CSH2650,226,0
CSH2651,0,0
CSH2652,0,0
CSH2653,219,0
CSH2654,219,0
CSH2655,218,0
CSH2656,218,0
CSH2657,213,0
CSH2658,209,0
CSH2659,206,0
CSH2660,205,0
CSH2661,205,0
CSH2662,204,0
CSH2664,203,0
CSH2665,202,0
CSH2666,199,0
CSH2667,191,0
CSH2668,191,0
CSH2669,0,0
CSH2670,189,0
CSH2671,188,0
CSH2672,0,0
CSH2673,187,0
CSH2674,183,0
CSH2675,178,0
CSH2676,178,0
CSH2678,177,0
CSH2680,177,0
CSH2681,176,0
CSH2682,175,0
CSH2683,174,0
CSH2684,169,0
CSH2685,167,0
CSH2686,156,0
CSH2687,156,0
CSH2688,152,0
CSH2689,149,0
CSH2690,149,0
CSH2691,148,0
CSH2692,147,0
CSH2693,146,0
CSH2694,143,0
CSH2695,143,0
CSH2696,143,0
CSH2697,142,0
CSH2698,141,0
CSH2701,140,0
CSH2702,139,0
CSH2704,138,0
CSH2708,128,0
CSH2709,125,0
CSH2710,0,0
CSH2711,119,0
CSH2714,114,0
CSH2717,0,0
CSH2719,110,0
CSH2721,110,0
CSH2722,110,0
CSH2723,108,0
CSHRY001,0,0
CSI0007,4291,0
CSI0008,794,0
CSI0018,4291,0
CSI0022,4291,0
CSI0042,4290,0
CSI0044,4291,0
CSI0048,0,0
CSI0053,4291,0
CSI0058,4290,0
CSI0060,4291,0
CSI0067,4291,0
CSI0070,4291,0
CSI0072,4290,0
CSI0081,4291,0
CSI0087,4291,0
CSI0099,4291,0
CSI0116,4291,0
CSI0133,0,0
CSI0145,4291,0
CSI0150,4291,0
CSI0152,4165,0
CSI0164,3979,0
CSI0171,0,0
CSI0174,3795,0
CSI0182,3386,0
CSI0184,3345,0
CSI0186,3327,0
CSI0188,3258,0
CSI0190,3219,0
CSI0192,3158,0
CSI0193,3110,0
CSI0195,3047,0
CSI0198,2983,0
CSI0323,2707,0
CSI0365,2793,0
CSI0368,2707,0
CSI0371,0,0
CSI0376,2588,0
CSI0378,2584,0
CSI0391,2364,0
CSI0397,0,0
CSI0399,0,0
CSI0405,2269,0
CSI0408,0,0
CSI0414,2169,0
CSI0418,2136,0
CSI0421,2135,0
CSI0422,0,0
CSI0433,0,0
CSI0448,0,0
CSI0449,1879,0
CSI0462,1779,0
CSI0464,1755,0
CSI0465,0,0
CSI0470,1692,0
CSI0472,1671,0
CSI0474,1662,0
CSI0477,1641,0
CSI0480,1620,0
CSI0492,1539,0
CSI0495,1456,0
CSI0498,1407,0
CSI0516,0,0
CSI0521,0,0
CSI0522,1359,0
CSI0524,1358,0
CSI0528,0,0
CSI0531,1308,0
CSI0533,1304,0
CSI0536,1275,0
CSI0537,1265,0
CSI0538,1248,0
CSI0539,1213,0
CSI0540,1209,0
CSI0543,1146,0
CSI0549,1121,0
CSI0551,1116,0
CSI0552,1114,0
CSI0561,1052,0
CSI0562,1050,0
CSI0567,0,0
CSI0568,0,0
CSI0569,0,0
CSI0570,0,0
CSI0572,931,0
CSI0576,0,0
CSI0580,870,0
CSI0585,791,0
CSI0586,754,0
CSI0592,0,0
CSI0593,0,0
CSI0596,716,0
CSI0597,710,0
CSI0599,716,0
CSI0600,0,0
CSI0601,716,0
CSI0602,716,0
CSI0603,0,0
CSI0605,716,0
CSI0612,716,0
CSI0613,710,0
CSI0615,716,0
CSI0616,710,0
CSI0618,0,0
CSI0621,702,0
CSI0624,689,0
CSI0626,659,0
CSI0627,658,0
CSI0628,632,0
CSI0629,631,0
CSI0630,631,0
CSI0631,0,0
CSI0632,624,0
CSI0633,616,0
CSI0634,0,0
CSI0635,602,0
CSI0636,601,0
CSI0639,597,0
CSI0640,584,0
CSI0641,573,0
CSI0642,573,0
CSI0644,561,0
CSI0646,552,0
CSI0647,537,0
CSI0648,506,0
CSI0650,485,0
CSI0651,0,0
CSI0652,477,0
CSI0653,474,0
CSI0654,470,0
CSI0655,467,0
CSI0656,0,0
CSI0657,433,0
CSI0658,425,0
CSI0659,418,0
CSI0660,414,0
CSI0661,407,0
CSI0662,407,0
CSI0663,0,0
CSI0664,400,0
CSI0665,400,0
CSI0666,394,0
CSI0667,386,0
CSI0668,0,0
CSI0670,0,0
CSI0671,364,0
CSI0672,343,0
CSI0673,330,0
CSI0675,327,0
CSI0677,308,0
CSI0678,299,0
CSI0681,280,0
CSI0682,276,0
CSI0683,272,0
CSI0684,268,0
CSI0685,0,0
CSI0686,233,0
CSI0687,0,0
CSI0688,232,0
CSI0689,216,0
CSI0690,211,0
CSI0691,196,0
CSI0692,140,0
CSI0693,127,0
CSI0694,125,0
CSI0696,110,0
CSJ0003,506,0
CSJKH001,0,0
CSK0001,4291,0
CSK0023,4291,0
CSK0048,4284,0
CSK0050,4291,0
CSK0052,0,0
CSK0062,3853,0
CSK0070,3348,0
CSK0073,3248,0
CSK0077,2910,0
CSK0078,2855,0
CSK0081,2799,0
CSK0085,0,0
CSK0086,0,0
CSK0092,2191,0
CSK0094,2180,0
CSK0100,1983,0
CSK0101,1905,0
CSK0102,1765,0
CSK0109,1541,0
CSK0110,1449,0
CSK0115,1370,0
CSK0116,1359,0
CSK0117,0,0
CSK0118,1150,0
CSK0122,0,0
CSK0123,1037,0
CSK0126,0,0
CSK0127,902,0
CSK0131,0,0
CSK0132,813,0
CSK0134,792,0
CSK0135,754,0
CSK0136,724,0
CSK0141,716,0
CSK0142,716,0
CSK0143,0,0
CSK0151,702,0
CSK0154,607,0
CSK0156,512,0
CSK0157,476,0
CSK0158,458,0
CSK0159,433,0
CSK0160,338,0
CSK0161,334,0
CSK0163,296,0
CSK0164,295,0
CSK0165,280,0
CSK0167,265,0
CSK0169,223,0
CSK0170,206,0
CSK0172,202,0
CSK0173,178,0
CSK0174,178,0
CSK0175,175,0
CSK0176,167,0
CSKNP001,0,0
CSKRL001,0,0
CSL0003,4291,0
CSL0005,3152,0
CSL0006,0,0
CSL0008,2529,0
CSL0011,1909,0
CSL0012,1493,0
CSL0014,1213,0
CSL0015,1070,0
CSL0016,902,0
CSL0017,167,0
CSL0060,716,0
CSL0062,449,0
CSL0063,268,0
CSL0064,255,0
CSM0010,4284,0
CSM0022,4291,0
CSM0034,3106,0
CSM0038,2845,0
CSM0039,0,0
CSM0040,0,0
CSM0041,2515,0
CSM0043,0,0
CSM0044,2271,0
CSM0047,2162,0
CSM0052,1709,0
CSM0054,1613,0
CSM0055,0,0
CSM0058,0,0
CSM0061,1114,0
CSM0071,1295,0
CSM0073,1269,0
CSM0074,1269,0
CSM0075,1083,0
CSM0076,1079,0
CSM0078,944,0
CSM0083,801,0
CSM0085,710,0
CSM0086,710,0
CSM0089,710,0
CSM0090,710,0
CSM0092,710,0
CSM0094,716,0
CSM0095,0,0
CSM0105,0,0
CSM0106,635,0
CSM0107,601,0
CSM0111,562,0
CSM0112,560,0
CSM0113,0,0
CSM0114,518,0
CSM0115,474,0
CSM0116,443,0
CSM0117,420,0
CSM0118,414,0
CSM0119,0,0
CSM0120,334,0
CSM0121,0,0
CSM0122,303,0
CSM0123,288,0
CSM0124,261,0
CSM0125,261,0
CSM0126,0,0
CSM0127,0,0
CSM0128,205,0
CSM0130,191,0
CSM0131,0,0
CSM0132,166,0
CSM0133,110,0
CSM0134,100,0
CSMUM001,0,0
CSN0029,2472,0
CSN0031,2224,0
CSN0034,2028,0
CSN0036,0,0
CSN0040,1449,0
CSN0042,1186,0
CSN0044,0,0
CSN0045,1145,0
CSN0046,839,0
CSN0050,716,0
CSN0052,716,0
CSN0053,710,0
CSN0055,709,0
CSN0056,696,0
CSN0058,614,0
CSN0060,457,0
CSN0062,0,0
CSN0063,0,0
CSN0064,337,0
CSN0065,337,0
CSN0066,314,0
CSN0067,0,0
CSN0068,295,0
CSN0069,244,0
CSN0070,216,0
CSN0071,196,0
CSN0072,180,0
CSN0073,0,0
CSN0074,141,0
CSNGP001,0,0
CSO0040,4291,0
CSO0058,710,0
CSO0059,710,0
CSO0063,211,0
CSO0076,4291,0
CSO0101,4291,0
CSO0102,4291,0
CSO0107,0,0
CSO0115,4143,0
CSO0116,4132,0
CSO0119,4087,0
CSO0127,3883,0
CSO0128,3737,0
CSO0135,0,0
CSO0137,3170,0
CSO0139,0,0
CSO0141,3057,0
CSO0148,0,0
CSO0149,2712,0
CSO0152,0,0
CSO0157,0,0
CSO0161,0,0
CSO0162,2316,0
CSO0164,0,0
CSO0168,2079,0
CSO0170,2029,0
CSO0173,0,0
CSO0174,0,0
CSO0178,0,0
CSO0180,1709,0
CSO0182,1664,0
CSO0184,0,0
CSO0187,1510,0
CSO0189,1428,0
CSO0198,0,0
CSO0199,0,0
CSO0226,0,0
CSO0232,1265,0
CSO0234,0,0
CSO0235,1174,0
CSO0237,1119,0
CSO0238,1115,0
CSO0240,1024,0
CSO0242,0,0
CSO0243,993,0
CSO0244,957,0
CSO0245,933,0
CSO0246,933,0
CSO0247,0,0
CSO0250,0,0
CSO0251,0,0
CSO0252,850,0
CSO0254,834,0
CSO0255,834,0
CSO0257,808,0
CSO0258,798,0
CSO0259,787,0
CSO0260,787,0
CSO0268,707,0
CSO0272,0,0
CSO0274,0,0
CSO0275,707,0
CSO0276,707,0
CSO0277,707,0
CSO0278,707,0
CSO0280,702,0
CSO0284,0,0
CSO0286,672,0
CSO0287,640,0
CSO0288,603,0
CSO0290,573,0
CSO0293,551,0
CSO0294,0,0
CSO0296,0,0
CSO0297,497,0
CSO0298,0,0
CSO0299,475,0
CSO0300,457,0
CSO0301,0,0
CSO0303,0,0
CSO0304,393,0
CSO0306,390,0
CSO0308,0,0
CSO0309,386,0
CSO0310,384,0
CSO0312,370,0
CSO0313,354,0
CSO0314,335,0
CSO0315,0,0
CSO0317,321,0
CSO0320,280,0
CSO0321,237,0
CSO0322,234,0
CSO0323,231,0
CSO0324,213,0
CSO0325,213,0
CSO0326,197,0
CSO0327,195,0
CSO0330,142,0
CSO0O25,4284,0
CSP0007,4291,0
CSP0024,4291,0
CSP0027,4290,0
CSP0029,0,0
CSP0045,4291,0
CSP0053,4291,0
CSP0067,3990,0
CSP0068,3977,0
CSP0084,2765,0
CSP0085,2765,0
CSP0086,2765,0
CSP0088,2764,0
CSP0090,2758,0
CSP0091,2705,0
CSP0092,2659,0
CSP0097,2409,0
CSP0099,2011,0
CSP0102,1966,0
CSP0105,1745,0
CSP0107,1727,0
CSP0109,0,0
CSP0111,0,0
CSP0129,1389,0
CSP0131,1333,0
CSP0132,1326,0
CSP0133,0,0
CSP0138,854,0
CSP0142,716,0
CSP0146,693,0
CSP0148,630,0
CSP0150,0,0
CSP0152,0,0
CSP0153,569,0
CSP0154,540,0
CSP0155,0,0
CSP0157,526,0
CSP0158,458,0
CSP0159,454,0
CSP0160,429,0
CSP0162,364,0
CSP0163,0,0
CSP0164,294,0
CSP0166,0,0
CSP0167,219,0
CSP0168,219,0
CSP0169,218,0
CSP0170,218,0
CSP0171,218,0
CSP0172,210,0
CSP0173,177,0
CSP0174,171,0
CSP0175,133,0
CSQ0003,3246,0
CSQ0004,0,0
CSQ0005,0,0
CSR0011,0,0
